Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","119","Latvia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","1259","","Official data"
"TP","Crops and livestock products","119","Latvia","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","9163","","Official data"
"TP","Crops and livestock products","119","Latvia","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","3246","","Official data"
"TP","Crops and livestock products","119","Latvia","5610","Import Quantity","56","Maize","2018","2018","tonnes","228043","","Official data"
"TP","Crops and livestock products","119","Latvia","5622","Import Value","56","Maize","2018","2018","1000 US$","39629","","Official data"
"TP","Crops and livestock products","119","Latvia","5910","Export Quantity","56","Maize","2018","2018","tonnes","186307","","Official data"
"TP","Crops and livestock products","119","Latvia","5922","Export Value","56","Maize","2018","2018","1000 US$","34783","","Official data"
"TP","Crops and livestock products","119","Latvia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","8","","Official data"
"TP","Crops and livestock products","119","Latvia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","11","","Official data"
"TP","Crops and livestock products","119","Latvia","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","4","","Official data"
"TP","Crops and livestock products","119","Latvia","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","4","","Official data"
"TP","Crops and livestock products","119","Latvia","5610","Import Quantity","71","Rye","2018","2018","tonnes","149981","","Official data"
"TP","Crops and livestock products","119","Latvia","5622","Import Value","71","Rye","2018","2018","1000 US$","27647","","Official data"
"TP","Crops and livestock products","119","Latvia","5910","Export Quantity","71","Rye","2018","2018","tonnes","134895","","Official data"
"TP","Crops and livestock products","119","Latvia","5922","Export Value","71","Rye","2018","2018","1000 US$","27316","","Official data"
"TP","Crops and livestock products","119","Latvia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","716106","","Official data"
"TP","Crops and livestock products","119","Latvia","5622","Import Value","15","Wheat","2018","2018","1000 US$","145949","","Official data"
"TP","Crops and livestock products","119","Latvia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1570806","","Official data"
"TP","Crops and livestock products","119","Latvia","5922","Export Value","15","Wheat","2018","2018","1000 US$","344721","","Official data"
"TP","Crops and livestock products","121","Lebanon","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","2","","Official data"
"TP","Crops and livestock products","121","Lebanon","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","3","","Official data"
"TP","Crops and livestock products","121","Lebanon","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","121","Lebanon","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","121","Lebanon","5610","Import Quantity","56","Maize","2018","2018","tonnes","565896","","Official data"
"TP","Crops and livestock products","121","Lebanon","5622","Import Value","56","Maize","2018","2018","1000 US$","117187","","Official data"
"TP","Crops and livestock products","121","Lebanon","5910","Export Quantity","56","Maize","2018","2018","tonnes","57","","Official data"
"TP","Crops and livestock products","121","Lebanon","5922","Export Value","56","Maize","2018","2018","1000 US$","87","","Official data"
"TP","Crops and livestock products","121","Lebanon","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","40","","Official data"
"TP","Crops and livestock products","121","Lebanon","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","35","","Official data"
"TP","Crops and livestock products","121","Lebanon","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","8","","Official data"
"TP","Crops and livestock products","121","Lebanon","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","12","","Official data"
"TP","Crops and livestock products","121","Lebanon","5610","Import Quantity","71","Rye","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","121","Lebanon","5622","Import Value","71","Rye","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","121","Lebanon","5610","Import Quantity","15","Wheat","2018","2018","tonnes","576293","","Official data"
"TP","Crops and livestock products","121","Lebanon","5622","Import Value","15","Wheat","2018","2018","1000 US$","130713","","Official data"
"TP","Crops and livestock products","121","Lebanon","5910","Export Quantity","15","Wheat","2018","2018","tonnes","5594","","Official data"
"TP","Crops and livestock products","121","Lebanon","5922","Export Value","15","Wheat","2018","2018","1000 US$","1441","","Official data"
"TP","Crops and livestock products","122","Lesotho","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","8","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5610","Import Quantity","56","Maize","2018","2018","tonnes","70758","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5622","Import Value","56","Maize","2018","2018","1000 US$","13784","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5910","Export Quantity","56","Maize","2018","2018","tonnes","554","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5922","Export Value","56","Maize","2018","2018","1000 US$","99","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","858","*","Unofficial figure"
"TP","Crops and livestock products","122","Lesotho","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","263","*","Unofficial figure"
"TP","Crops and livestock products","122","Lesotho","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","20","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","8","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5610","Import Quantity","71","Rye","2018","2018","tonnes","35","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5622","Import Value","71","Rye","2018","2018","1000 US$","15","R","Estimated data using trading partners database"
"TP","Crops and livestock products","122","Lesotho","5610","Import Quantity","15","Wheat","2018","2018","tonnes","11374","*","Unofficial figure"
"TP","Crops and livestock products","122","Lesotho","5622","Import Value","15","Wheat","2018","2018","1000 US$","3768","*","Unofficial figure"
"TP","Crops and livestock products","123","Liberia","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","123","Liberia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","123","Liberia","5610","Import Quantity","56","Maize","2018","2018","tonnes","1123","*","Unofficial figure"
"TP","Crops and livestock products","123","Liberia","5622","Import Value","56","Maize","2018","2018","1000 US$","687","*","Unofficial figure"
"TP","Crops and livestock products","123","Liberia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","4","R","Estimated data using trading partners database"
"TP","Crops and livestock products","123","Liberia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","123","Liberia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","37900","R","Estimated data using trading partners database"
"TP","Crops and livestock products","123","Liberia","5622","Import Value","15","Wheat","2018","2018","1000 US$","10411","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5610","Import Quantity","56","Maize","2018","2018","tonnes","748317","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5622","Import Value","56","Maize","2018","2018","1000 US$","138827","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5910","Export Quantity","56","Maize","2018","2018","tonnes","2706","*","Unofficial figure"
"TP","Crops and livestock products","124","Libya","5922","Export Value","56","Maize","2018","2018","1000 US$","486","*","Unofficial figure"
"TP","Crops and livestock products","124","Libya","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","85329","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","31812","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5610","Import Quantity","71","Rye","2018","2018","tonnes","2186","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5622","Import Value","71","Rye","2018","2018","1000 US$","336","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1461816","R","Estimated data using trading partners database"
"TP","Crops and livestock products","124","Libya","5622","Import Value","15","Wheat","2018","2018","1000 US$","331054","R","Estimated data using trading partners database"
"TP","Crops and livestock products","126","Lithuania","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","16722","","Official data"
"TP","Crops and livestock products","126","Lithuania","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","4200","","Official data"
"TP","Crops and livestock products","126","Lithuania","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","13880","","Official data"
"TP","Crops and livestock products","126","Lithuania","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","5235","","Official data"
"TP","Crops and livestock products","126","Lithuania","5610","Import Quantity","56","Maize","2018","2018","tonnes","188163","","Official data"
"TP","Crops and livestock products","126","Lithuania","5622","Import Value","56","Maize","2018","2018","1000 US$","39321","","Official data"
"TP","Crops and livestock products","126","Lithuania","5910","Export Quantity","56","Maize","2018","2018","tonnes","76412","","Official data"
"TP","Crops and livestock products","126","Lithuania","5922","Export Value","56","Maize","2018","2018","1000 US$","20064","","Official data"
"TP","Crops and livestock products","126","Lithuania","5610","Import Quantity","71","Rye","2018","2018","tonnes","15152","","Official data"
"TP","Crops and livestock products","126","Lithuania","5622","Import Value","71","Rye","2018","2018","1000 US$","3511","","Official data"
"TP","Crops and livestock products","126","Lithuania","5910","Export Quantity","71","Rye","2018","2018","tonnes","38292","","Official data"
"TP","Crops and livestock products","126","Lithuania","5922","Export Value","71","Rye","2018","2018","1000 US$","8793","","Official data"
"TP","Crops and livestock products","126","Lithuania","5610","Import Quantity","15","Wheat","2018","2018","tonnes","73543","","Official data"
"TP","Crops and livestock products","126","Lithuania","5622","Import Value","15","Wheat","2018","2018","1000 US$","17229","","Official data"
"TP","Crops and livestock products","126","Lithuania","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1689997","","Official data"
"TP","Crops and livestock products","126","Lithuania","5922","Export Value","15","Wheat","2018","2018","1000 US$","378260","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","4","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","19","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5610","Import Quantity","56","Maize","2018","2018","tonnes","15707","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5622","Import Value","56","Maize","2018","2018","1000 US$","7881","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5910","Export Quantity","56","Maize","2018","2018","tonnes","11097","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5922","Export Value","56","Maize","2018","2018","1000 US$","6239","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","46","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","129","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","11","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5610","Import Quantity","71","Rye","2018","2018","tonnes","350","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5622","Import Value","71","Rye","2018","2018","1000 US$","205","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5910","Export Quantity","71","Rye","2018","2018","tonnes","2730","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5922","Export Value","71","Rye","2018","2018","1000 US$","687","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5610","Import Quantity","15","Wheat","2018","2018","tonnes","136426","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5622","Import Value","15","Wheat","2018","2018","1000 US$","35685","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5910","Export Quantity","15","Wheat","2018","2018","tonnes","31978","","Official data"
"TP","Crops and livestock products","256","Luxembourg","5922","Export Value","15","Wheat","2018","2018","1000 US$","8515","","Official data"
"TP","Crops and livestock products","129","Madagascar","5610","Import Quantity","56","Maize","2018","2018","tonnes","3492","","Official data"
"TP","Crops and livestock products","129","Madagascar","5622","Import Value","56","Maize","2018","2018","1000 US$","2010","","Official data"
"TP","Crops and livestock products","129","Madagascar","5910","Export Quantity","56","Maize","2018","2018","tonnes","89","","Official data"
"TP","Crops and livestock products","129","Madagascar","5922","Export Value","56","Maize","2018","2018","1000 US$","28","","Official data"
"TP","Crops and livestock products","129","Madagascar","5610","Import Quantity","15","Wheat","2018","2018","tonnes","69","","Official data"
"TP","Crops and livestock products","129","Madagascar","5622","Import Value","15","Wheat","2018","2018","1000 US$","22","","Official data"
"TP","Crops and livestock products","130","Malawi","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5610","Import Quantity","56","Maize","2018","2018","tonnes","465","*","Unofficial figure"
"TP","Crops and livestock products","130","Malawi","5622","Import Value","56","Maize","2018","2018","1000 US$","1338","*","Unofficial figure"
"TP","Crops and livestock products","130","Malawi","5910","Export Quantity","56","Maize","2018","2018","tonnes","1910","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5922","Export Value","56","Maize","2018","2018","1000 US$","3361","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","2","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","130","Malawi","5610","Import Quantity","15","Wheat","2018","2018","tonnes","143068","*","Unofficial figure"
"TP","Crops and livestock products","130","Malawi","5622","Import Value","15","Wheat","2018","2018","1000 US$","51854","*","Unofficial figure"
"TP","Crops and livestock products","131","Malaysia","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","332","","Official data"
"TP","Crops and livestock products","131","Malaysia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","212","","Official data"
"TP","Crops and livestock products","131","Malaysia","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","9","","Official data"
"TP","Crops and livestock products","131","Malaysia","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","15","","Official data"
"TP","Crops and livestock products","131","Malaysia","5610","Import Quantity","56","Maize","2018","2018","tonnes","3835700","","Official data"
"TP","Crops and livestock products","131","Malaysia","5622","Import Value","56","Maize","2018","2018","1000 US$","822973","","Official data"
"TP","Crops and livestock products","131","Malaysia","5910","Export Quantity","56","Maize","2018","2018","tonnes","13022","","Official data"
"TP","Crops and livestock products","131","Malaysia","5922","Export Value","56","Maize","2018","2018","1000 US$","3089","","Official data"
"TP","Crops and livestock products","131","Malaysia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","131","Malaysia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","131","Malaysia","5610","Import Quantity","71","Rye","2018","2018","tonnes","496","","Official data"
"TP","Crops and livestock products","131","Malaysia","5622","Import Value","71","Rye","2018","2018","1000 US$","108","","Official data"
"TP","Crops and livestock products","131","Malaysia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1461900","","Official data"
"TP","Crops and livestock products","131","Malaysia","5622","Import Value","15","Wheat","2018","2018","1000 US$","395981","","Official data"
"TP","Crops and livestock products","131","Malaysia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1243","","Official data"
"TP","Crops and livestock products","131","Malaysia","5922","Export Value","15","Wheat","2018","2018","1000 US$","460","","Official data"
"TP","Crops and livestock products","132","Maldives","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","132","Maldives","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","5","","Official data"
"TP","Crops and livestock products","132","Maldives","5610","Import Quantity","56","Maize","2018","2018","tonnes","186","","Official data"
"TP","Crops and livestock products","132","Maldives","5622","Import Value","56","Maize","2018","2018","1000 US$","222","","Official data"
"TP","Crops and livestock products","132","Maldives","5610","Import Quantity","71","Rye","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","132","Maldives","5622","Import Value","71","Rye","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","132","Maldives","5610","Import Quantity","15","Wheat","2018","2018","tonnes","20","","Official data"
"TP","Crops and livestock products","132","Maldives","5622","Import Value","15","Wheat","2018","2018","1000 US$","28","","Official data"
"TP","Crops and livestock products","133","Mali","5610","Import Quantity","56","Maize","2018","2018","tonnes","1267","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5622","Import Value","56","Maize","2018","2018","1000 US$","531","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5910","Export Quantity","56","Maize","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5922","Export Value","56","Maize","2018","2018","1000 US$","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5910","Export Quantity","71","Rye","2018","2018","tonnes","24","*","Unofficial figure"
"TP","Crops and livestock products","133","Mali","5922","Export Value","71","Rye","2018","2018","1000 US$","1","*","Unofficial figure"
"TP","Crops and livestock products","133","Mali","5610","Import Quantity","15","Wheat","2018","2018","tonnes","254668","R","Estimated data using trading partners database"
"TP","Crops and livestock products","133","Mali","5622","Import Value","15","Wheat","2018","2018","1000 US$","59668","R","Estimated data using trading partners database"
"TP","Crops and livestock products","134","Malta","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","2","","Official data"
"TP","Crops and livestock products","134","Malta","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","9","","Official data"
"TP","Crops and livestock products","134","Malta","5610","Import Quantity","56","Maize","2018","2018","tonnes","47466","","Official data"
"TP","Crops and livestock products","134","Malta","5622","Import Value","56","Maize","2018","2018","1000 US$","10124","","Official data"
"TP","Crops and livestock products","134","Malta","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","9","","Official data"
"TP","Crops and livestock products","134","Malta","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","10","","Official data"
"TP","Crops and livestock products","134","Malta","5610","Import Quantity","71","Rye","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","134","Malta","5622","Import Value","71","Rye","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","134","Malta","5610","Import Quantity","15","Wheat","2018","2018","tonnes","24383","","Official data"
"TP","Crops and livestock products","134","Malta","5622","Import Value","15","Wheat","2018","2018","1000 US$","6431","","Official data"
"TP","Crops and livestock products","136","Mauritania","5610","Import Quantity","56","Maize","2018","2018","tonnes","18048","R","Estimated data using trading partners database"
"TP","Crops and livestock products","136","Mauritania","5622","Import Value","56","Maize","2018","2018","1000 US$","3313","R","Estimated data using trading partners database"
"TP","Crops and livestock products","136","Mauritania","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","216","R","Estimated data using trading partners database"
"TP","Crops and livestock products","136","Mauritania","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","227","R","Estimated data using trading partners database"
"TP","Crops and livestock products","136","Mauritania","5610","Import Quantity","15","Wheat","2018","2018","tonnes","681451","R","Estimated data using trading partners database"
"TP","Crops and livestock products","136","Mauritania","5622","Import Value","15","Wheat","2018","2018","1000 US$","147137","R","Estimated data using trading partners database"
"TP","Crops and livestock products","137","Mauritius","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","137","Mauritius","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","137","Mauritius","5610","Import Quantity","56","Maize","2018","2018","tonnes","113029","","Official data"
"TP","Crops and livestock products","137","Mauritius","5622","Import Value","56","Maize","2018","2018","1000 US$","24356","","Official data"
"TP","Crops and livestock products","137","Mauritius","5910","Export Quantity","56","Maize","2018","2018","tonnes","238","","Official data"
"TP","Crops and livestock products","137","Mauritius","5922","Export Value","56","Maize","2018","2018","1000 US$","77","","Official data"
"TP","Crops and livestock products","137","Mauritius","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","86","","Official data"
"TP","Crops and livestock products","137","Mauritius","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","105","","Official data"
"TP","Crops and livestock products","137","Mauritius","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","137","Mauritius","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","137","Mauritius","5610","Import Quantity","71","Rye","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","137","Mauritius","5622","Import Value","71","Rye","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","137","Mauritius","5610","Import Quantity","15","Wheat","2018","2018","tonnes","128151","","Official data"
"TP","Crops and livestock products","137","Mauritius","5622","Import Value","15","Wheat","2018","2018","1000 US$","32478","","Official data"
"TP","Crops and livestock products","138","Mexico","5610","Import Quantity","56","Maize","2018","2018","tonnes","17095139","","Official data"
"TP","Crops and livestock products","138","Mexico","5622","Import Value","56","Maize","2018","2018","1000 US$","3289454","","Official data"
"TP","Crops and livestock products","138","Mexico","5910","Export Quantity","56","Maize","2018","2018","tonnes","852393","","Official data"
"TP","Crops and livestock products","138","Mexico","5922","Export Value","56","Maize","2018","2018","1000 US$","284469","","Official data"
"TP","Crops and livestock products","138","Mexico","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","784720","","Official data"
"TP","Crops and livestock products","138","Mexico","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","253789","","Official data"
"TP","Crops and livestock products","138","Mexico","5610","Import Quantity","71","Rye","2018","2018","tonnes","53","","Official data"
"TP","Crops and livestock products","138","Mexico","5622","Import Value","71","Rye","2018","2018","1000 US$","46","","Official data"
"TP","Crops and livestock products","138","Mexico","5610","Import Quantity","15","Wheat","2018","2018","tonnes","4920396","","Official data"
"TP","Crops and livestock products","138","Mexico","5622","Import Value","15","Wheat","2018","2018","1000 US$","1169145","","Official data"
"TP","Crops and livestock products","138","Mexico","5910","Export Quantity","15","Wheat","2018","2018","tonnes","838956","","Official data"
"TP","Crops and livestock products","138","Mexico","5922","Export Value","15","Wheat","2018","2018","1000 US$","222221","","Official data"
"TP","Crops and livestock products","141","Mongolia","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","1714","","Official data"
"TP","Crops and livestock products","141","Mongolia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","638","","Official data"
"TP","Crops and livestock products","141","Mongolia","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","1432","","Official data"
"TP","Crops and livestock products","141","Mongolia","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","951","","Official data"
"TP","Crops and livestock products","141","Mongolia","5610","Import Quantity","56","Maize","2018","2018","tonnes","9548","","Official data"
"TP","Crops and livestock products","141","Mongolia","5622","Import Value","56","Maize","2018","2018","1000 US$","2190","","Official data"
"TP","Crops and livestock products","141","Mongolia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","10","","Official data"
"TP","Crops and livestock products","141","Mongolia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","9","","Official data"
"TP","Crops and livestock products","141","Mongolia","5610","Import Quantity","71","Rye","2018","2018","tonnes","88","","Official data"
"TP","Crops and livestock products","141","Mongolia","5622","Import Value","71","Rye","2018","2018","1000 US$","15","","Official data"
"TP","Crops and livestock products","141","Mongolia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","232000","","Official data"
"TP","Crops and livestock products","141","Mongolia","5622","Import Value","15","Wheat","2018","2018","1000 US$","44333","","Official data"
"TP","Crops and livestock products","141","Mongolia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","141","Mongolia","5922","Export Value","15","Wheat","2018","2018","1000 US$","7","","Official data"
"TP","Crops and livestock products","273","Montenegro","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","35","","Official data"
"TP","Crops and livestock products","273","Montenegro","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","40","","Official data"
"TP","Crops and livestock products","273","Montenegro","5610","Import Quantity","56","Maize","2018","2018","tonnes","27711","","Official data"
"TP","Crops and livestock products","273","Montenegro","5622","Import Value","56","Maize","2018","2018","1000 US$","5404","","Official data"
"TP","Crops and livestock products","273","Montenegro","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","3","","Official data"
"TP","Crops and livestock products","273","Montenegro","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","5","","Official data"
"TP","Crops and livestock products","273","Montenegro","5610","Import Quantity","71","Rye","2018","2018","tonnes","126","","Official data"
"TP","Crops and livestock products","273","Montenegro","5622","Import Value","71","Rye","2018","2018","1000 US$","31","","Official data"
"TP","Crops and livestock products","273","Montenegro","5610","Import Quantity","15","Wheat","2018","2018","tonnes","17182","","Official data"
"TP","Crops and livestock products","273","Montenegro","5622","Import Value","15","Wheat","2018","2018","1000 US$","3436","","Official data"
"TP","Crops and livestock products","143","Morocco","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","12","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","143","Morocco","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","16","","Official data"
"TP","Crops and livestock products","143","Morocco","5610","Import Quantity","56","Maize","2018","2018","tonnes","1980784","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","143","Morocco","5622","Import Value","56","Maize","2018","2018","1000 US$","495063","","Official data"
"TP","Crops and livestock products","143","Morocco","5910","Export Quantity","56","Maize","2018","2018","tonnes","28","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","143","Morocco","5922","Export Value","56","Maize","2018","2018","1000 US$","88","","Official data"
"TP","Crops and livestock products","143","Morocco","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","1108","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","143","Morocco","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","1622","","Official data"
"TP","Crops and livestock products","143","Morocco","5610","Import Quantity","71","Rye","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","143","Morocco","5622","Import Value","71","Rye","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","143","Morocco","5610","Import Quantity","15","Wheat","2018","2018","tonnes","3946570","Im","FAO data based on imputation methodology"
