Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","128","China, Macao SAR","5622","Import Value","71","Rye","2018","2018","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","128","China, Macao SAR","5610","Import Quantity","15","Wheat","2018","2018","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","128","China, Macao SAR","5622","Import Value","15","Wheat","2018","2018","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","41","China, mainland","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","27366","","Official data"
"TP","Crops and livestock products","41","China, mainland","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","6942","","Official data"
"TP","Crops and livestock products","41","China, mainland","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","28275","","Official data"
"TP","Crops and livestock products","41","China, mainland","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","15210","","Official data"
"TP","Crops and livestock products","41","China, mainland","5610","Import Quantity","56","Maize","2018","2018","tonnes","3521512","","Official data"
"TP","Crops and livestock products","41","China, mainland","5622","Import Value","56","Maize","2018","2018","1000 US$","787195","","Official data"
"TP","Crops and livestock products","41","China, mainland","5910","Export Quantity","56","Maize","2018","2018","tonnes","12018","","Official data"
"TP","Crops and livestock products","41","China, mainland","5922","Export Value","56","Maize","2018","2018","1000 US$","5837","","Official data"
"TP","Crops and livestock products","41","China, mainland","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","18337","","Official data"
"TP","Crops and livestock products","41","China, mainland","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","6009","","Official data"
"TP","Crops and livestock products","41","China, mainland","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","20375","","Official data"
"TP","Crops and livestock products","41","China, mainland","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","69673","","Official data"
"TP","Crops and livestock products","41","China, mainland","5610","Import Quantity","71","Rye","2018","2018","tonnes","25","","Official data"
"TP","Crops and livestock products","41","China, mainland","5622","Import Value","71","Rye","2018","2018","1000 US$","14","","Official data"
"TP","Crops and livestock products","41","China, mainland","5610","Import Quantity","15","Wheat","2018","2018","tonnes","2876129","","Official data"
"TP","Crops and livestock products","41","China, mainland","5622","Import Value","15","Wheat","2018","2018","1000 US$","780899","","Official data"
"TP","Crops and livestock products","41","China, mainland","5910","Export Quantity","15","Wheat","2018","2018","tonnes","7341","","Official data"
"TP","Crops and livestock products","41","China, mainland","5922","Export Value","15","Wheat","2018","2018","1000 US$","3146","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","421","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","281","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","2","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","56","Maize","2018","2018","tonnes","4178905","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","56","Maize","2018","2018","1000 US$","854480","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5910","Export Quantity","56","Maize","2018","2018","tonnes","118","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5922","Export Value","56","Maize","2018","2018","1000 US$","71","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","2","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","11","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","71","Rye","2018","2018","tonnes","32","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","71","Rye","2018","2018","1000 US$","18","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5910","Export Quantity","71","Rye","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5922","Export Value","71","Rye","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1234656","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5622","Import Value","15","Wheat","2018","2018","1000 US$","359751","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5910","Export Quantity","15","Wheat","2018","2018","tonnes","3","","Official data"
"TP","Crops and livestock products","214","China, Taiwan Province of","5922","Export Value","15","Wheat","2018","2018","1000 US$","2","","Official data"
"TP","Crops and livestock products","44","Colombia","5610","Import Quantity","56","Maize","2018","2018","tonnes","5409552","","Official data"
"TP","Crops and livestock products","44","Colombia","5622","Import Value","56","Maize","2018","2018","1000 US$","1049966","","Official data"
"TP","Crops and livestock products","44","Colombia","5910","Export Quantity","56","Maize","2018","2018","tonnes","651","","Official data"
"TP","Crops and livestock products","44","Colombia","5922","Export Value","56","Maize","2018","2018","1000 US$","1935","","Official data"
"TP","Crops and livestock products","44","Colombia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","106924","","Official data"
"TP","Crops and livestock products","44","Colombia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","42557","","Official data"
"TP","Crops and livestock products","44","Colombia","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","3","","Official data"
"TP","Crops and livestock products","44","Colombia","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","3","","Official data"
"TP","Crops and livestock products","44","Colombia","5610","Import Quantity","71","Rye","2018","2018","tonnes","27","","Official data"
"TP","Crops and livestock products","44","Colombia","5622","Import Value","71","Rye","2018","2018","1000 US$","15","","Official data"
"TP","Crops and livestock products","44","Colombia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1722001","","Official data"
"TP","Crops and livestock products","44","Colombia","5622","Import Value","15","Wheat","2018","2018","1000 US$","431657","","Official data"
"TP","Crops and livestock products","44","Colombia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","44","Colombia","5922","Export Value","15","Wheat","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","45","Comoros","5610","Import Quantity","56","Maize","2018","2018","tonnes","239","R","Estimated data using trading partners database"
"TP","Crops and livestock products","45","Comoros","5622","Import Value","56","Maize","2018","2018","1000 US$","86","R","Estimated data using trading partners database"
"TP","Crops and livestock products","45","Comoros","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","45","Comoros","5622","Import Value","15","Wheat","2018","2018","1000 US$","127","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5610","Import Quantity","56","Maize","2018","2018","tonnes","11986","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5622","Import Value","56","Maize","2018","2018","1000 US$","2987","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","2","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5610","Import Quantity","15","Wheat","2018","2018","tonnes","192135","R","Estimated data using trading partners database"
"TP","Crops and livestock products","46","Congo","5622","Import Value","15","Wheat","2018","2018","1000 US$","43067","R","Estimated data using trading partners database"
"TP","Crops and livestock products","47","Cook Islands","5610","Import Quantity","56","Maize","2018","2018","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","47","Cook Islands","5622","Import Value","56","Maize","2018","2018","1000 US$","7","R","Estimated data using trading partners database"
"TP","Crops and livestock products","47","Cook Islands","5610","Import Quantity","15","Wheat","2018","2018","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","47","Cook Islands","5622","Import Value","15","Wheat","2018","2018","1000 US$","2","*","Unofficial figure"
"TP","Crops and livestock products","48","Costa Rica","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","2","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5610","Import Quantity","56","Maize","2018","2018","tonnes","889187","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5622","Import Value","56","Maize","2018","2018","1000 US$","175282","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","128049","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","45462","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","89","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","65","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5610","Import Quantity","15","Wheat","2018","2018","tonnes","255999","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5622","Import Value","15","Wheat","2018","2018","1000 US$","68834","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5910","Export Quantity","15","Wheat","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","48","Costa Rica","5922","Export Value","15","Wheat","2018","2018","1000 US$","0","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","9","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","37","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5610","Import Quantity","56","Maize","2018","2018","tonnes","35420","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5622","Import Value","56","Maize","2018","2018","1000 US$","9135","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5910","Export Quantity","56","Maize","2018","2018","tonnes","23406","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5922","Export Value","56","Maize","2018","2018","1000 US$","1283","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","285","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","159","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","569","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","35","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5610","Import Quantity","71","Rye","2018","2018","tonnes","24","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5622","Import Value","71","Rye","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5610","Import Quantity","15","Wheat","2018","2018","tonnes","644189","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5622","Import Value","15","Wheat","2018","2018","1000 US$","177346","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5910","Export Quantity","15","Wheat","2018","2018","tonnes","720","","Official data"
"TP","Crops and livestock products","107","Côte d'Ivoire","5922","Export Value","15","Wheat","2018","2018","1000 US$","200","","Official data"
"TP","Crops and livestock products","98","Croatia","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","67","","Official data"
"TP","Crops and livestock products","98","Croatia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","85","","Official data"
"TP","Crops and livestock products","98","Croatia","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","41","","Official data"
"TP","Crops and livestock products","98","Croatia","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","25","","Official data"
"TP","Crops and livestock products","98","Croatia","5610","Import Quantity","56","Maize","2018","2018","tonnes","41309","","Official data"
"TP","Crops and livestock products","98","Croatia","5622","Import Value","56","Maize","2018","2018","1000 US$","30955","","Official data"
"TP","Crops and livestock products","98","Croatia","5910","Export Quantity","56","Maize","2018","2018","tonnes","516694","","Official data"
"TP","Crops and livestock products","98","Croatia","5922","Export Value","56","Maize","2018","2018","1000 US$","107659","","Official data"
"TP","Crops and livestock products","98","Croatia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","69","","Official data"
"TP","Crops and livestock products","98","Croatia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","82","","Official data"
"TP","Crops and livestock products","98","Croatia","5610","Import Quantity","71","Rye","2018","2018","tonnes","376","","Official data"
"TP","Crops and livestock products","98","Croatia","5622","Import Value","71","Rye","2018","2018","1000 US$","195","","Official data"
"TP","Crops and livestock products","98","Croatia","5910","Export Quantity","71","Rye","2018","2018","tonnes","733","","Official data"
"TP","Crops and livestock products","98","Croatia","5922","Export Value","71","Rye","2018","2018","1000 US$","218","","Official data"
"TP","Crops and livestock products","98","Croatia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","163254","","Official data"
"TP","Crops and livestock products","98","Croatia","5622","Import Value","15","Wheat","2018","2018","1000 US$","33640","","Official data"
"TP","Crops and livestock products","98","Croatia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","506074","","Official data"
"TP","Crops and livestock products","98","Croatia","5922","Export Value","15","Wheat","2018","2018","1000 US$","105823","","Official data"
"TP","Crops and livestock products","49","Cuba","5610","Import Quantity","56","Maize","2018","2018","tonnes","812333","","Official data"
"TP","Crops and livestock products","49","Cuba","5622","Import Value","56","Maize","2018","2018","1000 US$","193843","","Official data"
"TP","Crops and livestock products","49","Cuba","5610","Import Quantity","15","Wheat","2018","2018","tonnes","666696","","Official data"
"TP","Crops and livestock products","49","Cuba","5622","Import Value","15","Wheat","2018","2018","1000 US$","184024","","Official data"
"TP","Crops and livestock products","50","Cyprus","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","6","","Official data"
"TP","Crops and livestock products","50","Cyprus","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","17","","Official data"
"TP","Crops and livestock products","50","Cyprus","5610","Import Quantity","56","Maize","2018","2018","tonnes","245398","","Official data"
"TP","Crops and livestock products","50","Cyprus","5622","Import Value","56","Maize","2018","2018","1000 US$","49863","","Official data"
"TP","Crops and livestock products","50","Cyprus","5910","Export Quantity","56","Maize","2018","2018","tonnes","22","","Official data"
"TP","Crops and livestock products","50","Cyprus","5922","Export Value","56","Maize","2018","2018","1000 US$","6","","Official data"
"TP","Crops and livestock products","50","Cyprus","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","110","","Official data"
"TP","Crops and livestock products","50","Cyprus","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","181","","Official data"
"TP","Crops and livestock products","50","Cyprus","5610","Import Quantity","71","Rye","2018","2018","tonnes","69","","Official data"
"TP","Crops and livestock products","50","Cyprus","5622","Import Value","71","Rye","2018","2018","1000 US$","40","","Official data"
"TP","Crops and livestock products","50","Cyprus","5610","Import Quantity","15","Wheat","2018","2018","tonnes","102796","","Official data"
"TP","Crops and livestock products","50","Cyprus","5622","Import Value","15","Wheat","2018","2018","1000 US$","26524","","Official data"
"TP","Crops and livestock products","50","Cyprus","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","50","Cyprus","5922","Export Value","15","Wheat","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","167","Czechia","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","2735","","Official data"
"TP","Crops and livestock products","167","Czechia","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","3698","","Official data"
"TP","Crops and livestock products","167","Czechia","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","1434","","Official data"
"TP","Crops and livestock products","167","Czechia","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","1245","","Official data"
"TP","Crops and livestock products","167","Czechia","5610","Import Quantity","56","Maize","2018","2018","tonnes","151261","","Official data"
"TP","Crops and livestock products","167","Czechia","5622","Import Value","56","Maize","2018","2018","1000 US$","64133","","Official data"
"TP","Crops and livestock products","167","Czechia","5910","Export Quantity","56","Maize","2018","2018","tonnes","195469","","Official data"
"TP","Crops and livestock products","167","Czechia","5922","Export Value","56","Maize","2018","2018","1000 US$","44168","","Official data"
"TP","Crops and livestock products","167","Czechia","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","294","","Official data"
"TP","Crops and livestock products","167","Czechia","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","319","","Official data"
"TP","Crops and livestock products","167","Czechia","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","4","","Official data"
"TP","Crops and livestock products","167","Czechia","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","10","","Official data"
"TP","Crops and livestock products","167","Czechia","5610","Import Quantity","71","Rye","2018","2018","tonnes","20877","","Official data"
"TP","Crops and livestock products","167","Czechia","5622","Import Value","71","Rye","2018","2018","1000 US$","7136","","Official data"
"TP","Crops and livestock products","167","Czechia","5910","Export Quantity","71","Rye","2018","2018","tonnes","22792","","Official data"
"TP","Crops and livestock products","167","Czechia","5922","Export Value","71","Rye","2018","2018","1000 US$","6068","","Official data"
"TP","Crops and livestock products","167","Czechia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","44587","","Official data"
"TP","Crops and livestock products","167","Czechia","5622","Import Value","15","Wheat","2018","2018","1000 US$","11741","","Official data"
"TP","Crops and livestock products","167","Czechia","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1884966","","Official data"
"TP","Crops and livestock products","167","Czechia","5922","Export Value","15","Wheat","2018","2018","1000 US$","405203","","Official data"
"TP","Crops and livestock products","116","Democratic People's Republic of Korea","5610","Import Quantity","56","Maize","2018","2018","tonnes","300000","F","FAO estimate"
"TP","Crops and livestock products","116","Democratic People's Republic of Korea","5622","Import Value","56","Maize","2018","2018","1000 US$","150000","F","FAO estimate"
"TP","Crops and livestock products","116","Democratic People's Republic of Korea","5610","Import Quantity","15","Wheat","2018","2018","tonnes","230000","F","FAO estimate"
"TP","Crops and livestock products","116","Democratic People's Republic of Korea","5622","Import Value","15","Wheat","2018","2018","1000 US$","73000","F","FAO estimate"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","92","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","27","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5610","Import Quantity","56","Maize","2018","2018","tonnes","23632","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5622","Import Value","56","Maize","2018","2018","1000 US$","6199","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5610","Import Quantity","15","Wheat","2018","2018","tonnes","212581","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5622","Import Value","15","Wheat","2018","2018","1000 US$","44664","R","Estimated data using trading partners database"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5910","Export Quantity","15","Wheat","2018","2018","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","250","Democratic Republic of the Congo","5922","Export Value","15","Wheat","2018","2018","1000 US$","0","*","Unofficial figure"
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","89","Buckwheat","2018","2018","tonnes","526","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","89","Buckwheat","2018","2018","1000 US$","868","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","220","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","143","","Official data"
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","56","Maize","2018","2018","tonnes","443690","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","56","Maize","2018","2018","1000 US$","136709","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","56","Maize","2018","2018","tonnes","55686","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","56","Maize","2018","2018","1000 US$","11770","","Official data"
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","117","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","124","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","48","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","62","","Official data"
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","71","Rye","2018","2018","tonnes","56891","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","71","Rye","2018","2018","1000 US$","14301","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","71","Rye","2018","2018","tonnes","33146","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","71","Rye","2018","2018","1000 US$","10498","","Official data"
"TP","Crops and livestock products","54","Denmark","5610","Import Quantity","15","Wheat","2018","2018","tonnes","332444","","Official data"
"TP","Crops and livestock products","54","Denmark","5622","Import Value","15","Wheat","2018","2018","1000 US$","89857","","Official data"
"TP","Crops and livestock products","54","Denmark","5910","Export Quantity","15","Wheat","2018","2018","tonnes","491994","","Official data"
"TP","Crops and livestock products","54","Denmark","5922","Export Value","15","Wheat","2018","2018","1000 US$","102000","","Official data"
"TP","Crops and livestock products","72","Djibouti","5610","Import Quantity","56","Maize","2018","2018","tonnes","3021","*","Unofficial figure"
"TP","Crops and livestock products","72","Djibouti","5622","Import Value","56","Maize","2018","2018","1000 US$","1764","*","Unofficial figure"
"TP","Crops and livestock products","72","Djibouti","5610","Import Quantity","15","Wheat","2018","2018","tonnes","218636","*","Unofficial figure"
"TP","Crops and livestock products","72","Djibouti","5622","Import Value","15","Wheat","2018","2018","1000 US$","46135","*","Unofficial figure"
"TP","Crops and livestock products","55","Dominica","5610","Import Quantity","56","Maize","2018","2018","tonnes","20","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5622","Import Value","56","Maize","2018","2018","1000 US$","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","55","Dominica","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","359","*","Unofficial figure"
"TP","Crops and livestock products","55","Dominica","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","456","*","Unofficial figure"
"TP","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","56","Maize","2018","2018","tonnes","1430769","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5622","Import Value","56","Maize","2018","2018","1000 US$","291521","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5910","Export Quantity","56","Maize","2018","2018","tonnes","734","","Official data"
"TP","Crops and livestock products","56","Dominican Republic","5922","Export Value","56","Maize","2018","2018","1000 US$","546","","Official data"
"TP","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","9","*","Unofficial figure"
"TP","Crops and livestock products","56","Dominican Republic","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","3","*","Unofficial figure"
"TP","Crops and livestock products","56","Dominican Republic","5610","Import Quantity","15","Wheat","2018","2018","tonnes","493957","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5622","Import Value","15","Wheat","2018","2018","1000 US$","127136","R","Estimated data using trading partners database"
"TP","Crops and livestock products","56","Dominican Republic","5910","Export Quantity","15","Wheat","2018","2018","tonnes","2","*","Unofficial figure"
"TP","Crops and livestock products","56","Dominican Republic","5922","Export Value","15","Wheat","2018","2018","1000 US$","2","*","Unofficial figure"
"TP","Crops and livestock products","58","Ecuador","5610","Import Quantity","56","Maize","2018","2018","tonnes","72974","","Official data"
"TP","Crops and livestock products","58","Ecuador","5622","Import Value","56","Maize","2018","2018","1000 US$","56031","","Official data"
"TP","Crops and livestock products","58","Ecuador","5910","Export Quantity","56","Maize","2018","2018","tonnes","57","","Official data"
"TP","Crops and livestock products","58","Ecuador","5922","Export Value","56","Maize","2018","2018","1000 US$","103","","Official data"
"TP","Crops and livestock products","58","Ecuador","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","0","","Official data"
"TP","Crops and livestock products","58","Ecuador","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","1","","Official data"
"TP","Crops and livestock products","58","Ecuador","5610","Import Quantity","15","Wheat","2018","2018","tonnes","1127660","","Official data"
"TP","Crops and livestock products","58","Ecuador","5622","Import Value","15","Wheat","2018","2018","1000 US$","300043","","Official data"
"TP","Crops and livestock products","59","Egypt","5910","Export Quantity","89","Buckwheat","2018","2018","tonnes","61","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","59","Egypt","5922","Export Value","89","Buckwheat","2018","2018","1000 US$","43","","Official data"
"TP","Crops and livestock products","59","Egypt","5610","Import Quantity","56","Maize","2018","2018","tonnes","7463329","R","Estimated data using trading partners database"
"TP","Crops and livestock products","59","Egypt","5622","Import Value","56","Maize","2018","2018","1000 US$","1848675","","Official data"
"TP","Crops and livestock products","59","Egypt","5910","Export Quantity","56","Maize","2018","2018","tonnes","3782","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","59","Egypt","5922","Export Value","56","Maize","2018","2018","1000 US$","2304","","Official data"
"TP","Crops and livestock products","59","Egypt","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","1","","Official data"
"TP","Crops and livestock products","59","Egypt","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","2","","Official data"
"TP","Crops and livestock products","59","Egypt","5610","Import Quantity","15","Wheat","2018","2018","tonnes","9330855","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","59","Egypt","5622","Import Value","15","Wheat","2018","2018","1000 US$","2636468","","Official data"
"TP","Crops and livestock products","59","Egypt","5910","Export Quantity","15","Wheat","2018","2018","tonnes","4784","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","59","Egypt","5922","Export Value","15","Wheat","2018","2018","1000 US$","2405","","Official data"
"TP","Crops and livestock products","60","El Salvador","5610","Import Quantity","56","Maize","2018","2018","tonnes","653683","","Official data"
"TP","Crops and livestock products","60","El Salvador","5622","Import Value","56","Maize","2018","2018","1000 US$","135020","","Official data"
"TP","Crops and livestock products","60","El Salvador","5910","Export Quantity","56","Maize","2018","2018","tonnes","2329","","Official data"
"TP","Crops and livestock products","60","El Salvador","5922","Export Value","56","Maize","2018","2018","1000 US$","575","","Official data"
"TP","Crops and livestock products","60","El Salvador","5610","Import Quantity","27","Rice, paddy","2018","2018","tonnes","84380","","Official data"
"TP","Crops and livestock products","60","El Salvador","5622","Import Value","27","Rice, paddy","2018","2018","1000 US$","31156","","Official data"
"TP","Crops and livestock products","60","El Salvador","5910","Export Quantity","27","Rice, paddy","2018","2018","tonnes","498","","Official data"
"TP","Crops and livestock products","60","El Salvador","5922","Export Value","27","Rice, paddy","2018","2018","1000 US$","175","","Official data"
"TP","Crops and livestock products","60","El Salvador","5610","Import Quantity","15","Wheat","2018","2018","tonnes","298328","","Official data"
"TP","Crops and livestock products","60","El Salvador","5622","Import Value","15","Wheat","2018","2018","1000 US$","82379","","Official data"
"TP","Crops and livestock products","60","El Salvador","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1277","","Official data"
